Genus_and_species,superkingdom,phylum,class,order,family,genus,GC_genome,genome_size,GC_16SrRMA,Tmin,Topt_ave,Topt_low,Topt_high,Tmax,Trange
Oceanimonas smirnovii,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas,55.5,,55.2,10,29,28,30,45,35
Oceaniovalibus guishaninsula,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceaniovalibus,62.3,,55.5,16,25,20,30,40,24
Oceanirhabdus sediminicola,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Oceanirhabdus,35.8,,54,22,36,34,38,42,20
Oceanisphaera psychrotolerans,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,59.3,,55.8,4,26.5,20,33,40,36
Oceanisphaera marina,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,54.8,,54.3,5,27.5,25,30,40,35
Oceanisphaera sediminis,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,59.6,,54.9,4,30,,,37,33
Oceanisphaera ostreae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,56.6,,54.3,4,25,,,37,33
Oceanisphaera arctica,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,60.1,,55.3,4,24,18,30,37,33
Oceanispirochaeta sediminicola,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Oceanispirochaeta,53.5,,52.9,10,27.5,25,30,40,30
Oceanithermus profundus,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,69.8,2.4,62.8,40,60,,,68,28
Oceanithermus desulfurans,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,71.1,,62.7,30,60,,,65,35
Oceanobacillus luteolus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,38.6,,55.3,15,30,,,50,35
Oceanobacillus indicireducens,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,39.7,,54.3,18,39,,,48,30
Oceanobacillus polygoni,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,40.6,,54.3,5,35,,,48,43
Oceanobacillus chironomi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,38.1,,53.4,12,37,,,46,34
Oceanobacillus jeddahense,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,37.2,,53.8,15,37,,,45,30
Oceanobacillus bengalensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,35.9,,53.9,15,37,,,45,30
Oceanobacillus kimchii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,37.9,,53.5,15,37,,,45,30
Oceanobacillus neutriphilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,36.3,,54.1,10,37,,,45,35
Oceanobacillus limi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,37.1,,54.2,25,35,,,45,20
Oceanobacillus halophilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,39.2,,54,20,35,,,45,25
Oceanobacillus longus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,42.9,,54.2,25,35,,,45,20
Oceanobacillus caeni,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,33.6,,53,20,35,30,40,45,25
Oceanobacillus aidingensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,39.8,,54.4,4,35,33,37,45,41
Oceanobacillus massiliensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,36.7,,54.7,25,33.5,30,37,45,20
Oceanobacillus locisalsi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,39.8,,54.7,10,33.5,30,37,45,35
Oceanobacillus sojae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,38,,54.5,15,32.5,30,35,45,30
Oceanobacillus kapialis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,39.7,,54.9,8,37,,,43,35
Oceanobacillus pacificus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,38.8,,53.5,15,37,,,42,27
Oceanobacillus profundus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,40.2,,53.8,15,35,,,42,27
Oceanobacillus endoradicis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,42.3,,55.4,10,30,,,42,32
Oceanobacillus iheyensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,35.7,3.6,52.9,15,30,,,42,27
Oceanobacillus manasiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,39.7,,55.1,10,33.5,30,37,42,32
Oceanobacillus gochujangensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,40.5,,54.4,20,30,,,40,20
Oceanobacillus damuensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,39.2,,54.9,15,33.5,30,37,40,25
Oceanobacillus rekensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,36.7,,54.2,15,33.5,30,37,40,25
Oceanobacillus oncorhynchi,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,38.5,,54.2,10,33.5,30,37,40,30
Oceanobacillus picturae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,39.5,,54.6,5,30,25,35,40,35
Oceanobacillus arenosus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,37.5,,53.7,20,30,,,37,17
Oceanobacillus chungangensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,36.3,,53.9,20,30,,,37,17
Oceanococcus atlanticus,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Oceanococcus,60.7,,54,10,28,,,41,31
Oceanospirillum sanctuarii,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oceanospirillum,50.6,,53.9,10,30,,,37,27
Oceanotoga teriensis,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Oceanotoga,26.8,,53.3,25,56.5,55,58,70,45
Ochrobactrum pseudintermedium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,54.5,,54.9,25,37,,,45,20
Ochrobactrum endophyticum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,60.4,,56.1,10,30,,,45,35
Ochrobactrum grignonense,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,58,,54.9,4,30,,,40,36
Ochrobactrum tritici,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,59,,55.3,4,30,,,40,36
Ochrobactrum oryzae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,,55.1,10,30,,,37,27
Ochrobactrum pituitosum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,,5.5,54.5,20,27.5,25,30,35,15
Ochrovirga pacifica,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ochrovirga,34.6,,49.6,8,26.5,25,28,42,34
Octadecabacter ponticola,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,62,,54.2,4,30,,,37,33
Octadecabacter ascidiaceicola,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,56,,54.4,10,25,,,30,20
Octadecabacter temperatus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,54.7,3.3,53.5,4,20,,,25,21
Oenococcus alcoholitolerans,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,39.5,,51.3,20,30,,,40,20
Oenococcus kitaharae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,42,,50.9,20,30,,,30,10
Oenococcus oeni,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,37.9,1.8,50.2,20,22,,,30,10
Oharaeibacter diazotrophicus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Oharaeibacter,74.6,,57.8,5,28,,,40,35
Ohtaekwangia kribbensis,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Ohtaekwangia,44.6,,52.1,10,30,,,39,29
Ohtaekwangia koreensis,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Ohtaekwangia,42.8,,52.2,10,30,,,39,29
Okibacterium endophyticum,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Okibacterium,66,,56.2,5,27.5,25,30,45,40
Okibacterium fritillariae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Okibacterium,67,,55.6,7,25.5,24,27,37,30
Oleiagrimonas soli,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas,67,,56.6,4,25,20,30,41,37
Oleiagrimonas citrea,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas,66.1,,56.4,18,30,,,38,20
Oleibacter marinus,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleibacter,53.1,,53.6,10,27.5,25,30,40,30
Oleiharenicola alkalitolerans,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Oleiharenicola,66.1,,54.2,15,31,25,37,40,25
Oleiphilus messinensis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,47.8,6.4,55,10,27.5,25,30,37,27
Oleispira lenta,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,42.7,,52.4,0,28,,,30,30
Oleomonas sagaranensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Oleomonas,66,,56.2,25,37,,,40,15
Oligoflexus tunisiensis,Bacteria,Proteobacteria,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,54,,54,20,27.5,25,30,37,17
Oligosphaera ethanolica,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,Oligosphaera,61.1,,58,25,37,,,40,15
Olivibacter ginsenosidimutans,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,41.9,,55,10,30,,,45,35
Olivibacter sitiensis,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,45.6,,58.3,5,30,28,32,45,40
Olivibacter oleidegradans,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,41.2,,56.3,15,33.5,30,37,42,27
Olivibacter jilunii,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,41.2,,56.2,4,29,28,30,42,38
Olivibacter composti,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,43,,54.5,15,30,,,37,22
Olivibacter soli,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,39.2,,53.9,15,30,,,37,22
Olleya aquimaris,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,31.2,3.5,49.2,4,37,,,40,36
Olleya algicola,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,34.6,,49.6,4,26.5,25,28,37,33
Olleya namhaensis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,42.8,,49.6,4,25,,,30,26
Orbus hercynius,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Orbus,36.4,,52.6,4,25,20,30,37,33
Orenia metallireducens,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Orenia,32.1,,50.8,20,40,30,50,60,40
Orenia salinaria,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Orenia,29.6,,51.2,10,42.5,40,45,50,40
Oricola cellulosilytica,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Oricola,63.3,,56,20,27.5,25,30,40,20
Ornatilinea apprima,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,55,,55.7,20,43.5,42,45,50,30
Ornithinibacillus halophilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,36.9,,54.1,20,37.5,35,40,55,35
Ornithinibacillus salinisoli,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,39.3,,54.6,10,27.5,25,30,52,42
Ornithinibacillus composti,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,42.1,,53.6,15,37,,,50,35
Ornithinibacillus heyuanensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,40.1,,53.9,25,35,,,50,25
Ornithinibacillus bavariensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,36.4,,54.7,15,42,,,45,30
Ornithinibacillus halotolerans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,39.3,,54.2,10,30,,,45,35
Ornithinibacillus contaminans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,,,55.3,20,30,,,45,25
Ornithinibacillus scapharcae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,36.7,,54.9,10,30,,,37,27
Ornithinibacillus californiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,40.8,,52.7,10,30,,,37,27
Ornithinibacter aureus,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinibacter,69.6,,56.7,4,34,,,45,41
Ornithinicoccus halotolerans,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinicoccus,72.8,,57.7,25,30,,,35,10
Ornithinicoccus soli,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinicoccus,70.1,,56.5,16,30,,,30,14
Ornithinimicrobium algicola,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,70.4,,58.2,25,30,,,45,20
Ornithinimicrobium tianjinense,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,68.3,,58.1,20,30,,,40,20
Ornithinimicrobium pekingense,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,69,,58,26,35,33,37,38,12
Ornithinimicrobium kibberense,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,71,,58.3,20,28,,,37,17
Ornithinimicrobium murale,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium,,,57.3,15,27.5,25,30,30,15
Oryzihumus terrae,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus,75,,56.7,10,29,28,30,35,25
Oryzihumus soli,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus,73.9,,57.4,15,30,,,30,15
Oryzomicrobium terrae,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Oryzomicrobium,66.1,3.5,56.1,24,25,,,45,21
Oscillibacter ruminantium,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,54.6,,53.4,30,40,,,45,15
Oscillibacter valericigenes,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,53.2,4.5,53.3,15,30,,,35,20
Ottowia oryzae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,66.8,3.9,54.8,10,29,28,30,37,27
Ottowia konkukae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,65.8,,54.8,25,30,,,37,12
Ottowia shaoguanensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,64.4,,55.9,25,30,,,37,12
Ottowia beijingensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,67.6,,55.7,10,30,,,37,27
Ottowia flava,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,62.9,,55.1,4,28,,,37,33
Ottowia pentelensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,68.5,,56,4,24,20,28,37,33
Ottowia thiooxydans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,59,,55.2,2,26,25,27,29,27
Owenweeksia hongkongensis,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,40.2,4,51.6,4,29,25,33,37,33
Oxalicibacterium solurbis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalicibacterium,63.3,,53.3,4,37,,,37,33
Oxalicibacterium flavum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalicibacterium,63,,54.3,30,25,,,37,7
Oxobacter pfennigii,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Oxobacter,38,,52.8,23,36,,,39,16
Pacificibacter aestuarii,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pacificibacter,53.9,,53.6,10,30,,,35,25
Pacificibacter marinus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pacificibacter,58.3,,53.6,4,30,,,34,30
Pacificimonas aurantium,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Pacificimonas,65.5,,54.8,10,30,,,45,35
Pacificimonas flava,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Pacificimonas,64.2,,54.4,20,25,,,30,10
Paenalcaligenes hermetiae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Paenalcaligenes,56.1,,54.5,15,37,,,42,27
Paenalcaligenes suwonensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Paenalcaligenes,,,53.9,10,28,,,40,30
Paenibacillus marinum,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,56,,56.7,40,55,,,60,20
Paenibacillus tezpurensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,,56.3,30,47.5,45,50,60,30
Paenibacillus thermophilus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,52.5,,55.7,37,43.5,42,45,60,23
Paenibacillus thermoaerophilus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,59.1,,57.5,25,52.5,50,55,58,33
Paenibacillus phocaensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,53.5,,55.2,25,37,,,56,31
Paenibacillus thailandensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,52.7,,55.6,20,37,,,55,35
Paenibacillus motobuensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,47,,54,20,37,,,55,35
Paenibacillus cisolokensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,56.6,,56.6,37,47.5,45,50,55,18
Paenibacillus cellulositrophicus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,53.1,7.4,55.5,20,33.5,30,37,55,35
Paenibacillus ehimensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,53.9,,56.2,18,34,28,40,53,35
Paenibacillus silvae,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,49.7,,54.9,10,33.5,30,37,53,43
Paenibacillus aceti,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,49.9,,53.7,15,37,,,50,35
Paenibacillus yunnanensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,51,,55.8,20,37,,,50,30
Paenibacillus barengoltzii,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,,55.6,10,37,,,50,40
Paenibacillus residui,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,49,,55,25,37,,,50,25
Paenibacillus xylaniclasticus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,49.5,,55.5,30,37,,,50,20
Paenibacillus chibensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,52.9,,53.9,10,37,,,50,40
Paenibacillus illinoisensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,48,,55.1,10,37,,,50,40
Paenibacillus sophorae,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,46,,55.4,15,30,,,50,35
Paenibacillus vulneris,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,,55.9,15,30,,,50,35
Paenibacillus taohuashanense,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,51.6,,55.1,15,30,,,50,35
Paenibacillus jilunlii,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,52.9,,56.2,15,30,,,50,35
Paenibacillus lentus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,46.5,5.3,54.3,30,38,35,41,50,20
Paenibacillus xylanisolvens,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,51.6,,55.8,15,33.5,30,37,50,35
Paenibacillus validus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,51,,55.8,5,29,28,30,50,45
Paenibacillus koreensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,54,,56,10,23,38,8,50,40
Paenibacillus vini,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,43,,54.8,20,30,,,48,28
Paenibacillus turicensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,,,53.7,15,39.5,37,42,48,33
Paenibacillus woosongensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,51.7,,54.7,28,37,,,47,19
Paenibacillus aquistagni,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,47.5,,54.1,10,30,,,46,36
Paenibacillus mesophilus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,53.6,,56.2,28,37,,,45,17
Paenibacillus antri,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,59,,57,28,37,,,45,17
Paenibacillus mobilis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,53.1,,55.7,25,37,,,45,20
Paenibacillus senegalensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,48.2,,54.9,30,37,,,45,15
Paenibacillus marinisediminis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,45,,55.3,25,37,,,45,20
Paenibacillus relictisesami,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,51.9,,54.9,15,37,,,45,30
Paenibacillus telluris,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,49.5,,54.9,15,37,,,45,30
Paenibacillus tarimensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,53.7,,56.1,25,37,,,45,20
Paenibacillus ginsengarvi,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,48.1,,56.2,18,37,,,45,27
Paenibacillus nanensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,52.9,,55.3,20,37,,,45,25
Paenibacillus panacisoli,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,53.9,,55.3,15,37,,,45,30
Paenibacillus ottowii,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,45.9,,55.1,10,30,,,45,35
Paenibacillus elymi,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,50.3,,55.7,25,30,,,45,20
Paenibacillus konkukensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,53.8,,56,18,30,,,45,27
Paenibacillus tritici,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,53.4,,55.1,15,30,,,45,30
